InputID,TargetID,Distance
1,1,7.90244967756
1,1,8.16146904038
1,1,8.44215793215
1,1,8.73748720859
1,1,9.00003275588
1,1,9.28208404133
1,1,9.57338820211
1,1,9.83883679319
1,1,10.1220178266
1,1,10.3422886323
1,1,10.5530327604
1,1,10.7765187859
1,1,10.7861295076
1,1,10.8128722511
1,1,10.8518590055
1,1,10.8616596328
1,1,10.8947297938
1,1,10.9227143201
1,1,10.9389380178
1,1,10.9782386107
1,1,10.9953711681
1,1,11.0179278768
1,1,11.0633613097
1,1,10.6858289956
1,1,10.3107883064
1,1,9.93905660968
1,1,9.6556391309
1,1,9.52430582542
1,1,9.55133234545
1,1,9.73539990878
1,1,10.0678988316
1,1,10.4229929586
1,1,10.7747437425
1,1,11.1311296194
1,1,11.2786362089
1,1,11.427519927
1,1,11.5777276461
1,1,11.7292084998
1,1,11.8772967864
1,1,12.0212538564
1,1,12.1665894328
1,1,12.2452115866
1,1,11.7470034766
1,1,11.2552965154
1,1,10.7476350568
1,1,10.781806918
1,1,10.8137156817
1,1,10.8465583133
1,1,10.8798606606
1,1,10.911389815
1,1,10.924105867
1,1,10.755646467
1,1,10.6121391018
1,1,10.4592308791
1,1,10.3024063796
1,1,10.1703703483
1,1,10.1098340481
1,1,10.0767021044
1,1,10.0331387667
1,1,9.98788904275
1,1,9.96160190388
1,1,9.9040617784
1,1,9.8761921087
1,1,9.82534792468
1,1,9.7851451649
1,1,9.62552390134
1,1,9.22895530101
1,1,9.18153605043
1,1,9.11649110754
1,1,9.07077429271
1,1,9.00408527829
1,1,8.96011359929
1,1,8.89174002703
1,1,8.84955776183
1,1,8.77945767902
1,1,8.73911075954
1,1,8.66724067928
1,1,8.62877677197
1,1,8.94879674788
1,1,9.27667835336
1,1,9.52923873228
1,1,9.71405096448
1,1,9.9003776502
1,1,10.0881348744
1,1,10.277244233
1,1,10.0961928423
1,1,9.66615467427
1,1,9.23611713537
1,1,8.80608031784
1,1,8.7488167811
1,1,8.69423608488
1,1,8.58174605586
1,1,8.39097248096
1,1,8.20431738029
1,1,8.02206824128
1,1,7.83181369161
1,1,7.63842958799
1,1,7.44944683403
1,1,7.26520890186
1,1,7.08406562966
1,1,7.2606917833
1,1,7.4543933521
1,1,7.59939226831
1,1,7.58656338034
1,1,7.54994269481
1,1,7.52885729996
1,1,7.50479325959
1,1,7.47534988384
1,1,7.46227380123
1,1,7.42613189032
1,1,7.40465973025
1,1,7.51014186543
1,1,7.60332501121
1,1,7.70686079739
1,1,7.71530429858
1,1,7.57530147007
1,1,7.43402525888
1,1,7.28855199134
1,1,7.14387548285
1,1,7.00004513618
1,1,6.85711419672
1,1,6.71514009644
1,1,6.83535562826
1,1,6.84102395743
1,1,6.81575813036
1,1,6.79246860905
1,1,6.77482272397
1,1,6.76286465155
1,1,6.74508498156
1,1,6.71951497781
1,1,6.6996353547
1,1,6.68549687443
1,1,6.67537149371
1,1,6.78029879398
1,1,6.7251490971
1,1,6.59966532683
1,1,6.44721687128
1,1,6.30463162351
1,1,6.17259313395
1,1,6.03999610015
1,1,5.88936397416
1,1,5.74964474701
1,1,5.62165215748
1,1,5.48053963737
1,1,5.45189744377
1,1,5.42873022372
1,1,5.41284031126
1,1,5.26755437254
1,1,5.07622224813
1,1,4.88579757125
1,1,4.69639072673
1,1,4.50579725405
1,1,4.31397732684
1,1,4.13567211424
1,1,3.99251680861
1,1,3.9340925068
1,1,3.98946986078
1,1,4.15410016942
1,1,4.41578070063
1,1,4.75852736756
1,1,5.15680675976
1,1,5.3858609846
1,1,5.6854404985
1,1,6.04506917329
1,1,6.37128486289
1,1,6.63944858612
1,1,6.4918191031
1,1,6.39280001323
1,1,6.16285830988
1,1,6.00773904289
1,1,5.9319470489
1,1,5.68784620455
1,1,5.52398121156
1,1,5.44759742695
1,1,5.21484354714
1,1,5.04063838397
1,1,4.96192026718
1,1,4.7618536603
1,1,4.57703405971
1,1,4.47960438864
1,1,4.35779890246
1,1,4.13395655067
1,1,4.00404875636
1,1,3.97729057511
1,1,3.70800498506
1,1,3.53798044627
1,1,3.48266198486
1,1,3.30580601411
1,1,3.33461025526
1,1,3.45890297216
1,1,3.66899251144
1,1,3.67123592105
1,1,3.72450235871
1,1,3.86250883674
1,1,4.05172442211
1,1,4.0315719996
1,1,4.01163410436
1,1,3.99191395153
1,1,3.97241478317
1,1,4.38064420666
1,1,4.79491042766
1,1,5.21377466268
1,1,5.63621187911
1,1,5.684549238
1,1,5.69427869719
